name,release_date,required_age,genres,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,average_completion_time,developers
And Yet It Moves,2009-04-02,0,Platformer;Indie;Puzzle,735,327,0.28,0.37,200000-500000,6.99,3.50,Broken Rules
Zero Gear,2010-01-12,0,Racing;Indie;Action,652,173,6.22,6.22,100000-200000,3.99,17.00,NimbleBit
Puzzle Chronicles,2010-06-25,0,RPG;Casual;Puzzle,16,8,0.00,0.00,0-20000,7.99,23.50,Infinite Interactive
Rocket Knight,2010-06-25,0,Action;Adventure;Platformer,70,22,0.00,0.00,0-20000,11.99,2.00,Climax Studios
Tank Universal,2008-08-21,0,Action;Indie;Tanks,226,190,0.65,1.05,100000-200000,3.99,8.50,Dialogue Design
Eternity's Child,2008-07-31,0,Indie;Adventure;Platformer,16,47,0.15,0.15,0-20000,2.99,3.50,"Luc Bernard, Silver Sphere Studios"
S.T.A.L.K.E.R.: Clear Sky,2008-09-15,0,Open World;Atmospheric;Post-apocalyptic,5550,903,11.93,12.98,500000-1000000,7.99,19.50,GSC Game World
Red Faction,2009-08-05,0,Action;FPS;Sci-fi,1327,151,1.32,1.78,500000-1000000,4.99,6.00,Volition
Company of Heroes: Tales of Valor,2009-04-08,0,Strategy;RTS;World War II,1337,101,3.77,2.22,2000000-5000000,9.99,10.50,Relic Entertainment
Red Faction II,2009-08-06,0,Action;FPS;Strategy,354,313,0.00,0.00,500000-1000000,4.99,5.00,"Volition, Outrage Entertainment (PC)"
Mr. Robot,2008-11-03,0,Indie;Strategy;Action,55,12,0.23,0.23,20000-50000,5.99,15.50,Moonpod
Shatter,2010-03-15,0,Great Soundtrack;Indie;Arcade,963,64,0.52,0.85,200000-500000,6.99,3.00,Sidhe Interactive
F.E.A.R.,2010-05-21,18,Horror;FPS;Action,6371,438,6.48,8.30,1000000-2000000,35.96,9.00,"Monolith Productions, Day 1 Studios"
F.E.A.R. 3,2011-06-21,18,FPS;Horror;Co-op,5349,2030,5.17,4.97,1000000-2000000,12.99,6.50,"Day 1 Studios, Monolith Productions"
Flock!,2009-04-07,0,Strategy;Casual;Puzzle,110,34,0.00,0.00,20000-50000,3.49,3.00,Proper Games
World of Goo,2008-10-13,0,Puzzle;Indie;Physics,3455,237,3.23,4.62,1000000-2000000,6.99,7.00,2D Boy
Mount & Blade,2008-11-03,0,RPG;Medieval;Open World,3205,291,6.92,9.95,1000000-2000000,7.99,63.00,TaleWorlds
Zeno Clash,2009-04-21,0,Action;Indie;Surreal,1980,356,5.12,5.12,200000-500000,6.99,4.00,ACE Team
Rock of Ages,2011-09-07,0,Comedy;Indie;Strategy,2604,244,3.92,3.85,200000-500000,6.99,5.00,ACE Team
Fallout 3,2008-10-28,0,Open World;Post-apocalyptic;RPG,9921,2709,9.80,10.28,500000-1000000,7.99,50.50,Bethesda Game Studios
Rogue Warrior,2009-12-01,0,Action;FPS;Comedy,466,240,0.48,0.48,50000-100000,3.99,2.50,Rebellion Developments
Fallout 3: Game of the Year Edition,2009-12-17,0,Open World;RPG;Post-apocalyptic,17742,4495,20.70,17.93,2000000-5000000,14.99,65.00,Bethesda Game Studios
Fallout: New Vegas,2010-10-21,18,Open World;RPG;Post-apocalyptic,66756,3149,41.42,23.85,2000000-5000000,7.99,57.50,Obsidian Entertainment
Spectromancer,2009-02-11,0,Strategy;Card Game,125,19,0.00,0.00,20000-50000,5.99,17.50,"Apus Software, Three Donkeys LLC, Jagdish Chanda(Flash)"
Alien Breed: Impact,2010-06-03,0,Action;Shooter;Sci-fi,776,307,0.12,0.12,200000-500000,6.99,6.00,Team 17
Alien Breed 2: Assault,2010-09-22,0,Action;Shooter;Isometric,478,226,1.60,1.60,200000-500000,6.99,6.00,Team 17
Alien Breed 3: Descent,2010-11-17,0,Action;Shooter;Third Person,242,90,0.02,0.02,200000-500000,6.99,5.50,Team 17
Fluttabyes,2010-04-20,0,Indie;Casual,13,5,0.00,0.00,0-20000,1.59,3.50,
Gyromancer,2009-11-18,0,RPG;Puzzle;Match 3,124,113,1.22,1.22,100000-200000,3.99,26.50,Square Enix
Grand Ages: Rome,2009-03-05,0,Strategy;City Builder;Simulation,354,138,5.32,5.32,200000-500000,6.99,38.50,Haemimont Games
Ceville,2009-02-27,0,Adventure;Point & Click;Strategy,83,19,0.00,0.00,20000-50000,4.79,9.00,Realmforge Studios
Tropico 3,2009-11-13,0,Simulation;Strategy;City Builder,1338,176,4.85,7.08,1000000-2000000,7.99,31.00,HaeTmimont Games
Puzzle Quest: Galactrix,2009-02-24,0,RPG;Casual;Match 3,120,136,0.00,0.00,20000-50000,6.99,18.00,Infinite Interactive
Earth Defense Force: Insect Armageddon,2011-12-14,0,Action;Third-Person Shooter;Co-op,731,95,4.22,6.33,50000-100000,6.99,6.00,Vicious Cycle Software
Depths of Peril,2010-11-23,0,Strategy;RPG;Indie,69,24,0.00,0.00,20000-50000,6.99,7.00,Soldak Entertainment
Puzzle Kingdoms,2009-04-27,0,Casual;Puzzle;Match 3,139,102,2.92,2.92,100000-200000,10.99,23.50,Infinite Interactive
Aquaria,2008-12-15,0,Metroidvania;Indie;Female Protagonist,1008,133,0.80,1.07,200000-500000,6.99,20.00,Bit Blot
Command & Conquer 3: Tiberium Wars,2009-11-13,0,Strategy;RTS;Base-Building,2292,295,10.77,11.55,500000-1000000,9.99,24.50,"EA Los Angeles, TransGaming"
Command & Conquer: Red Alert 3 - Uprising,2009-10-06,0,Strategy;RTS;Base-Building,1449,362,2.27,3.42,1000000-2000000,9.99,12.50,EA Los Angeles
Command & Conquer 3: Kane's Wrath,2009-11-13,0,Strategy;RTS;Base-Building,1070,76,0.00,0.00,200000-500000,9.99,9.00,"EA Los Angeles, BreakAway Games"
Medal of Honor: Airborne,2009-10-06,0,Action;World War II;FPS,1725,461,0.47,0.47,200000-500000,9.99,6.00,"EA Los Angeles, Demiurge Studios (multiplayer assistance)"
Need for Speed: Shift,2009-10-06,0,Racing;Simulation;Multiplayer,1101,415,5.65,7.60,200000-500000,9.99,15.50,"Slightly Mad Studios, EA Bright Light"
Mass Effect 2,2010-01-28,0,RPG;Sci-fi;Story Rich,10675,542,18.12,12.27,1000000-2000000,19.99,36.00,BioWare
Overgrowth,2017-10-16,0,Parkour;Action;Indie,3200,1315,12.95,22.75,500000-1000000,22.99,3.50,Wolfire Games
Lugaru HD,2010-10-08,0,Action;Indie;Martial Arts,321,98,0.22,0.22,100000-200000,7.99,2.00,Wolfire Games
Eschalon: Book I,2009-02-10,0,RPG;Indie;Isometric,167,25,0.00,0.00,50000-100000,0.00,21.50,Basilisk Games
Eschalon: Book II,2010-07-12,0,RPG;Indie;Isometric,58,12,0.00,0.00,20000-50000,4.79,25.50,Basilisk Games
Knights of Honor,2009-02-04,0,Strategy;Medieval;Grand Strategy,1018,89,0.58,0.58,100000-200000,7.49,20.50,Black Sea Studios
Elven Legacy,2009-04-07,0,Strategy;RPG;Turn-Based Strategy,76,29,0.45,0.45,50000-100000,3.99,12.00,1C Company
Hearts of Iron III,2009-08-07,0,Grand Strategy;World War II;Strategy,3298,992,13.48,22.73,500000-1000000,7.99,37.00,Paradox Interactive
King's Bounty: The Legend,2009-05-01,0,RPG;Strategy;Turn-Based Strategy,1290,139,5.93,6.13,200000-500000,4.99,57.50,Katauri Interactive
East India Company,2009-07-31,0,Strategy;Economy;Historical,45,48,0.00,0.00,50000-100000,7.99,35.00,Nitro Games
The Maw,2009-03-09,0,Indie;Platformer;Cute,161,36,0.23,0.23,50000-100000,8.99,4.00,"Twisted Pixel Games, Hothead Games"
Drug Wars,2009-03-17,0,Action;Indie,13,31,0.00,0.00,0-20000,3.99,2.00,Paleo Entertainment
Braid,2009-04-10,0,Puzzle;Platformer;Indie,6529,386,2.97,4.18,1000000-2000000,10.99,5.50,"Number None, Inc. (XBLA, Windows), Hothead Games (Mac, PS3)"
Crayon Physics Deluxe,2009-05-06,0,Indie;Casual;Puzzle,668,109,0.33,0.43,500000-1000000,15.99,4.50,Kloonigames
The Path,2009-03-18,0,Walking Simulator;Indie;Horror,502,177,0.82,1.07,100000-200000,6.99,3.50,Tale of Tales
The Graveyard,2009-03-09,0,Walking Simulator;Indie;Short,305,199,0.00,0.00,20000-50000,3.99,0.25,Tale of Tales
Blacklight: Tango Down,2010-07-14,0,Action;FPS;Multiplayer,132,209,2.15,3.22,50000-100000,0.79,2.50,Zombie Studios
Twin Sector,2009-09-16,0,Action;Adventure;Puzzle,88,150,0.00,0.00,50000-100000,3.99,10.00,DnS Development
Dead Horde,2011-07-27,0,Action;Zombies;Indie,206,406,1.37,1.37,50000-100000,4.79,8.50,DnS Development
Kane & Lynch 2: Dog Days,2010-08-17,18,Action;Co-op;Third-Person Shooter,2822,1919,4.70,5.02,500000-1000000,7.99,4.00,"IO Interactive, Nixxes Software (PC)"
Yumsters 2: Around the World,2009-11-12,0,Casual;Indie,53,26,0.00,0.00,20000-50000,3.99,4.00,KranX Productions
Musaic Box,2009-03-19,0,Indie;Casual;Puzzle,178,12,0.00,0.00,20000-50000,3.99,2.00,KranX Productions
Blueberry Garden,2009-06-01,0,Adventure;Indie;Short,96,28,0.15,0.15,20000-50000,3.99,1.50,Erik Sved�ng
Osmos,2009-08-18,0,Indie;Casual;Puzzle,857,105,0.45,0.45,500000-1000000,6.99,8.00,Hemisphere Games
Caster,2009-03-19,0,Action;Indie;Adventure,3277,868,2.00,2.67,200000-500000,0.99,2.00,Elecorn
Dark Sector,2009-03-24,0,Action;Third-Person Shooter;Singleplayer,337,96,0.00,0.00,50000-100000,6.99,9.00,"Digital Extremes, Noviy Disk (PC)"
Puzzle Agent,2010-07-01,0,Puzzle;Adventure;Point & Click,1574,214,1.15,1.83,500000-1000000,3.99,3.50,Telltale Games
Everyday Genius: SquareLogic,2009-10-21,0,Casual;Puzzle;Indie,303,6,0.00,0.00,0-20000,3.99,25.50,Mumbo Jumbo
Delta Force,2009-06-18,0,Action;FPS;Military,220,24,0.00,0.00,20000-50000,3.99,8.50,NovaLogic
Delta Force 2,2009-06-18,0,Action;FPS;Classic,166,26,0.00,0.00,20000-50000,3.99,9.00,Novalogic
Delta Force: Task Force Dagger,2009-06-18,0,Action;FPS,58,14,0.00,0.00,20000-50000,6.99,7.00,Zombie Studios
Delta Force: Xtreme,2009-06-18,0,Action;FPS,41,14,0.00,0.00,0-20000,14.99,8.50,NovaLogic
Delta Force: Black Hawk Down,2009-06-18,0,Action;FPS;Military,258,23,0.00,0.00,20000-50000,0.00,9.00,NovaLogic
Tachyon: The Fringe,2009-06-18,0,Simulation;Space;Space Sim,102,15,0.00,0.00,20000-50000,6.99,12.00,NovaLogic
Alien Shooter,2009-05-27,0,Action;Shooter;Indie,815,92,0.00,0.00,200000-500000,3.99,2.50,Sigma Team
Alien Shooter: Revisited,2009-05-27,0,Action;RPG;Indie,150,79,0.00,0.00,200000-500000,3.99,2.00,Sigma Team
Alien Shooter 2: Reloaded,2009-05-27,0,Action;Indie;RPG,995,84,2.82,2.82,200000-500000,3.99,5.50,Sigma Team Inc.
Zombie Shooter,2009-05-27,0,Action;Zombies;RPG,410,73,2.28,2.28,100000-200000,3.99,2.50,Sigma Team Inc.
Zombie Shooter 2,2009-11-18,0,Action;Zombies;RPG,291,85,4.12,4.12,100000-200000,7.19,4.50,Sigma Team Inc.
From Dust,2011-08-17,0,God Game;Simulation;Adventure,1356,750,5.97,6.65,200000-500000,8.59,8.00,Ubisoft Montpellier
Puzzler World,2010-05-28,0,Casual;Puzzle;Singleplayer,299,37,0.00,0.00,50000-100000,4.99,22.50,Ideas Pad
Drakensang: The River of Time,2011-02-16,0,RPG;Fantasy;Singleplayer,154,37,0.00,0.00,50000-100000,14.99,39.50,Radon Labs
Pound of Ground,2010-11-05,0,Action;Zombies;Third-Person Shooter,78,49,0.00,0.00,20000-50000,8.99,8.00,Centauri Production
Alternativa,2010-11-05,0,Adventure;Point & Click;Sci-fi,83,86,0.00,0.00,20000-50000,9.99,7.50,Centauri Production
Death to Spies: Moment of Truth,2009-08-07,0,Stealth;Action;Third Person,260,42,0.03,0.03,100000-200000,4.99,7.50,Haggard Games
Light of Altair,2009-06-04,0,Strategy;Indie;Simulation,31,7,0.00,0.00,20000-50000,11.99,16.50,SaintXi
Chronicles of Mystery: The Scorpio Ritual,2009-06-18,0,Adventure;Point & Click;Female Protagonist,46,23,0.00,0.00,20000-50000,3.99,4.50,City Interactive
Combat Wings: Battle of Britain,2009-10-14,0,Simulation;Flight;World War II,373,101,0.42,0.42,100000-200000,4.99,3.50,
Sniper: Ghost Warrior,2010-06-24,0,Action;Sniper;FPS,2143,1728,1.88,2.05,1000000-2000000,5.99,6.00,City Interactive
Sniper: Ghost Warrior 2,2013-03-11,18,Sniper;Action;FPS,6775,2724,3.90,3.80,1000000-2000000,6.99,5.50,City Interactive
Bad Rats: the Rats' Revenge,2009-07-20,0,Cult Classic;Physics;Indie,10465,2981,4.28,4.60,200000-500000,0.79,4.00,Invent4 Entertainment
Razor2: Hidden Skies,2010-07-19,0,Action;Indie;Casual,49,154,0.47,0.47,50000-100000,6.99,1.50,Invent4 Entertainment
Mini Ninjas,2009-09-14,0,Adventure;Action;Ninja,1612,270,0.45,0.88,200000-500000,7.99,9.50,"IO Interactive, Magic Pockets"
Flora's Fruit Farm,2009-10-01,0,Casual;Agriculture,58,28,0.00,0.00,50000-100000,2.99,4.50,Honeyslug
Lara Croft and the Guardian of Light,2010-09-28,0,Action;Adventure;Co-op,2506,237,0.70,0.95,500000-1000000,7.99,7.50,Crystal Dynamics
Warfare,2009-07-20,0,Strategy;RTS;Military,73,26,0.00,0.00,50000-100000,9.99,26.00,"MiST land, GFI"
Clutch,2009-07-20,0,Racing;Action;Zombies,90,44,0.00,0.00,20000-50000,6.99,8.00,Targem Games
Insane 2,2012-01-24,0,Racing;Offroad;Action,329,67,0.00,0.00,50000-100000,10.99,14.00,Targem Games
The Ball,2010-10-26,0,Puzzle;Action;Indie,606,210,0.23,0.23,200000-500000,6.99,6.50,Teotl Studios
Dwarfs!?,2011-05-04,0,Strategy;Casual;Indie,619,177,0.88,0.95,200000-500000,7.99,8.50,Power of 2
Big Brain Wolf,2009-11-05,0,Adventure;Casual;Strategy,44,37,0.00,0.00,20000-50000,3.99,5.50,Frima Studio
Trine 2: Complete Story,2013-06-06,0,Platformer;Adventure;Puzzle,16369,706,7.02,5.32,2000000-5000000,13.99,13.00,Frozenbyte
Foreign Legion: Buckets of Blood,2009-08-04,0,Action;Indie;Third Person,184,111,2.67,2.67,50000-100000,3.99,2.50,Sakari Indie
Iron Roses,2010-02-16,0,Adventure;Casual,4,3,0.00,0.00,0-20000,4.99,2.00,Cateia
The Void,2009-12-15,0,Surreal;Nudity;Adventure,581,126,0.45,0.57,100000-200000,6.99,29.50,Ice-Pick Lodge
Ninja Blade,2009-11-19,0,Action;Hack and Slash;Ninja,128,72,0.00,0.00,20000-50000,6.99,9.00,"From Software, Noviy Disk (Win)"
Aztaka,2009-11-05,0,RPG;Action;Indie,94,39,0.00,0.00,20000-50000,3.99,12.00,Cit�r�mis
Windosill,2009-09-25,0,Casual;Point & Click;Indie,821,85,0.52,0.52,100000-200000,1.99,0.62,"Vectorpark, Inc."
Darkest of Days,2010-03-01,0,Action;FPS;Time Travel,158,63,0.00,0.00,0-20000,14.99,7.00,8monkey Labs
Coconut Queen,2009-12-17,0,Casual;Simulation,11,1,0.00,0.00,0-20000,6.99,6.00,iWin
Build-A-Lot,2009-12-17,0,Simulation;Building,11,2,0.00,0.00,0-20000,6.99,6.50,HipSoft
Farm Frenzy,2010-02-15,0,Casual;Agriculture,19,2,0.00,0.00,0-20000,3.99,21.00,Melesta
Cradle of Rome,2010-02-20,0,Casual;Match 3,16,2,0.00,0.00,0-20000,6.99,4.00,Awem Studio
Romance of Rome,2010-02-20,0,Casual;Hidden Object,4,5,0.00,0.00,0-20000,6.99,3.00,Awem Studio
Roogoo,2009-12-17,0,Casual;Puzzle;Masterpiece,273,66,0.07,0.07,50000-100000,0.79,2.50,SpiderMonk Entertainment
Hotel Giant 2,2010-01-27,0,Simulation;Management,66,95,0.00,0.00,20000-50000,5.59,2.50,Enlight Software
Fallout Tactics: Brotherhood of Steel,2009-08-19,16,Post-apocalyptic;Strategy;RPG,847,210,0.27,0.23,500000-1000000,7.99,41.00,Micro Fort�
MDK,2009-09-17,0,Action;Classic;Third-Person Shooter,138,45,0.00,0.00,20000-50000,6.99,5.00,"Shiny, Shokwave (Mac port), Neversoft (PSX port)"
Faerie Solitaire,2010-09-17,0,Card Game;Casual;Indie,2147,207,4.43,4.37,200000-500000,6.99,19.50,Subsoap
Toki Tori,2010-01-28,0,Puzzle;Indie;Casual,1660,226,1.22,1.80,200000-500000,3.99,8.50,Two Tribes B.V.
RUSH,2010-12-03,0,Puzzle;Indie;Casual,1069,117,0.88,0.93,200000-500000,3.99,5.50,Two Tribes
Moonbase Alpha,2010-07-06,0,Space;Simulation;Free to Play,9867,1166,0.90,0.77,1000000-2000000,0.00,1.00,"Virtual Heroes, America's Army Game Studio"
Dungeon Siege,2011-04-05,0,RPG;Fantasy;Action RPG,1179,397,3.80,5.78,200000-500000,4.99,33.00,Gas Powered Games
Dungeon Siege II,2005-08-16,0,RPG;Fantasy;Action RPG,813,343,12.57,25.03,500000-1000000,4.99,39.00,Gas Powered Games
Gothic II: Gold Edition,2010-01-13,0,RPG;Classic;Open World,3809,475,1.70,2.20,200000-500000,8.99,57.50,Piranha Bytes
Painkiller: Resurrection,2009-10-27,0,Action;FPS,90,181,0.00,0.00,100000-200000,8.99,6.50,HomeGrown Games
AquaNox,2010-04-20,0,Action;Underwater;Sci-fi,151,57,0.00,0.00,100000-200000,4.49,10.00,Massive Development
AquaNox 2: Revelation,2010-04-20,0,Action;Underwater;Cyberpunk,106,35,0.00,0.00,100000-200000,4.49,12.00,Massive Development
Chaser,2010-07-16,0,Action;FPS;Sci-fi,611,226,0.00,0.00,50000-100000,4.49,16.00,Cauldron
Nation Red,2009-09-03,0,Zombies;Action;Indie,2093,272,2.57,3.70,200000-500000,1.79,4.50,DiezelPower Studios
Supreme Commander 2,2010-03-01,0,Strategy;RTS;Sci-fi,5336,903,30.57,48.23,1000000-2000000,8.99,19.50,Gas Powered Games
Risen,2009-10-02,0,RPG;Open World;Gothic,3848,585,16.57,10.83,500000-1000000,7.99,35.00,Piranha Bytes
Secret Files: Tunguska,2009-10-29,0,Adventure;Point & Click;Female Protagonist,135,32,0.00,0.00,50000-100000,7.99,10.00,"Fusionsphere Systems, Animation Arts"
Secret Files 2: Puritas Cordis,2009-10-29,0,Adventure;Point & Click;Female Protagonist,60,17,0.00,0.00,20000-50000,7.99,9.50,"Fusionsphere Systems, Animation Arts, Keen Games"
Lost Horizon,2010-09-24,0,Adventure;Point & Click,211,26,0.57,0.57,50000-100000,7.99,11.00,Animation Arts
Risen 2: Dark Waters,2012-04-26,0,RPG;Pirates;Open World,2987,891,21.30,20.95,1000000-2000000,7.99,33.50,Piranha Bytes
AI War: Fleet Command,2009-10-21,0,Strategy;RTS;Space,1109,205,4.13,5.63,200000-500000,6.99,39.50,Arcen Games
Tidalis,2010-07-16,0,Casual;Indie;Puzzle,130,66,0.00,0.00,100000-200000,3.99,48.50,"Arcen Games, LLC"
Machinarium,2009-10-16,0,Point & Click;Adventure;Puzzle,5437,264,2.75,4.02,500000-1000000,7.99,5.50,Amanita Design
Samorost 2,2009-12-10,0,Adventure;Point & Click;Indie,716,149,0.88,0.88,200000-500000,3.99,1.00,Jakub Dvorsk�
The Misadventures of P.B. Winterbottom,2010-04-20,0,Indie;Puzzle;Platformer,323,42,0.32,0.32,100000-200000,3.99,4.50,"The Odd Gentlemen (XBLA), 2K China (Windows)"
Serious Sam HD: The First Encounter,2009-11-24,0,FPS;Action;Co-op,3950,269,4.62,4.52,1000000-2000000,10.99,6.50,Croteam
Serious Sam 3: BFE,2011-11-22,0,FPS;Action;Co-op,15574,1977,6.30,3.58,2000000-5000000,29.99,11.50,Croteam
Hammerfight,2009-10-28,0,Action;Indie;Physics,1051,514,4.27,4.23,200000-500000,3.99,4.00,Konstantin Koshutin (aka Gkosh)
Torchlight,2009-10-27,0,RPG;Action RPG;Hack and Slash,3825,317,18.47,19.07,1000000-2000000,10.99,19.00,Runic Games
Earthworm Jim 3D,2009-11-04,0,Adventure;Action;Platformer,34,36,0.00,0.00,0-20000,14.99,10.00,VIS Entertainment
S.T.A.L.K.E.R.: Call of Pripyat,2010-02-11,0,Open World;Atmospheric;Post-apocalyptic,10172,470,32.82,53.10,1000000-2000000,12.99,24.00,GSC Game World
Gratuitous Space Battles,2009-11-16,0,Strategy;Simulation;Indie,505,168,4.53,5.55,500000-1000000,10.99,4.00,Positech Games
Hamilton's Great Adventure,2011-05-31,0,Adventure;Indie;Casual,169,83,3.07,3.07,100000-200000,6.99,7.50,Fatshark
Krater,2012-06-12,0,RPG;Indie;Adventure,429,329,6.15,6.15,100000-200000,10.99,23.00,Fatshark AB
DogFighter,2010-06-14,0,Action;Indie;Arcade,232,152,1.05,1.05,200000-500000,1.99,10.00,Dark Water Studios
Magicka,2011-01-25,0,Comedy;Action;Co-op,20912,1964,9.82,6.15,2000000-5000000,7.99,12.50,Arrowhead Game Studios
The Kings' Crusade,2010-10-08,0,Strategy;Medieval,41,72,0.00,0.00,50000-100000,7.99,6.00,NeoCoreGames
Elven Legacy: Magic,2009-12-03,0,Strategy,8,3,0.00,0.00,20000-50000,1.59,7.50,1C:InoCo
Elven Legacy: Siege,2009-11-17,0,Strategy,4,3,0.00,0.00,50000-100000,1.59,13.00,1C:InoCo
Elven Legacy: Ranger,2009-10-20,0,Strategy,9,2,0.00,0.00,20000-50000,1.59,10.00,1C:InoCo
Victoria II,2010-08-30,0,Grand Strategy;Strategy;Historical,4743,632,43.00,81.47,500000-1000000,14.99,69.50,Paradox Interactive
Front Mission Evolved,2010-10-07,0,Mechs;Action;Shooter,481,310,5.20,5.20,200000-500000,7.99,7.50,Double Helix Games
F1 2011,2011-09-19,0,Racing;Simulation;Sports,232,108,0.05,0.05,100000-200000,9.99,23.00,Codemasters Birmingham
GT Legends,2012-11-28,0,Racing;Simulation;Sports,201,24,0.00,0.00,100000-200000,4.99,20.00,Simbin
Sol Survivor,2010-03-15,0,Tower Defense;Strategy;Indie,293,30,0.00,0.00,50000-100000,7.19,9.00,Cadenza Interactive
Secret of the Magic Crystals,2010-02-03,0,Casual;Horses;Indie,1342,265,2.93,2.93,100000-200000,3.99,20.50,Artery Studios
Wings of Prey,2010-01-08,0,Simulation;Flight;World War II,314,148,19.23,19.23,100000-200000,6.99,10.00,Gaijin Entertainment
Fortix,2010-04-14,0,Indie;Casual;Fantasy,802,69,4.78,4.78,100000-200000,0.99,3.50,Nemesys Team Studio
Ignite,2011-10-28,0,Racing,154,115,0.00,0.00,50000-100000,6.99,4.50,Nemesys Games
Land It!,2016-08-01,0,Casual;Indie;Simulation,10,1,0.00,0.00,0-20000,6.99,10.00,Nemesys Games
Fortix 2,2011-05-06,0,Indie;Casual;Puzzle,462,45,8.12,8.12,100000-200000,1.59,4.50,Nemesys Games
Devil May Cry 4,2009-12-22,0,Action;Hack and Slash;Character Action Game,1620,144,13.15,15.77,200000-500000,15.99,13.00,Capcom
Dead Rising 2: Off the Record,2011-10-11,18,Action;Zombies;Open World,1387,376,7.25,10.35,200000-500000,14.99,18.00,"Capcom, Blue Castle"
Bob Came in Pieces,2010-01-22,0,Indie;Adventure;Puzzle,68,29,0.00,0.00,50000-100000,3.99,5.00,Ludosity Interactive
A.I.M. Racing,2010-01-22,0,Racing;Action,54,21,0.00,0.00,20000-50000,0.00,14.00,SkyRiver Studios
NecroVisioN: Lost Company,2010-02-19,0,Action;FPS;World War I,169,71,0.00,0.00,100000-200000,4.99,5.50,The Farm 51
Star Wolves 3: Civil War,2010-03-02,0,Strategy;RPG;Space,312,89,7.03,7.03,100000-200000,3.99,28.00,X-bow Software
Star Wolves,2010-03-02,0,RPG;Strategy;Space,182,42,0.00,0.00,50000-100000,2.79,34.00,X-bow Software
Star Wolves 2,2010-03-02,0,Strategy;RPG;Space,42,52,0.00,0.00,50000-100000,2.79,19.50,X-bow Software
Greed: Black Border,2010-01-13,0,Action;RPG;Sci-fi,106,153,0.47,0.47,100000-200000,3.99,12.00,"Headup Games, Clockstone"
Avencast: Rise of the Mage,2010-03-17,0,RPG;Action;Action RPG,348,175,0.93,0.93,200000-500000,6.99,14.50,ClockStone Software
Future Wars,2010-07-15,0,Strategy;Turn-Based;Turn-Based Strategy,84,204,0.05,0.05,50000-100000,3.99,10.00,"Headup Games, Radon Labs"
Grotesque Tactics: Evil Heroes,2010-10-15,0,RPG;Strategy;Indie,217,140,0.33,0.33,100000-200000,6.99,13.50,Headup Games Silent Dreams
Still Life,2011-06-01,0,Adventure;Point & Click;Mystery,431,98,0.22,0.22,100000-200000,5.59,8.50,Micro�ds
Still Life 2,2011-06-01,0,Adventure;Point & Click;Female Protagonist,123,155,0.00,0.00,100000-200000,5.59,10.50,Gameco Studios
Syberia,2011-05-19,0,Adventure;Point & Click;Puzzle,2092,260,4.88,6.45,500000-1000000,9.99,10.50,Micro�ds
Syberia II,2011-05-19,0,Adventure;Point & Click;Puzzle,862,156,3.78,3.78,500000-1000000,9.99,8.00,MC2-Micro�ds
Wasteland Angel,2011-09-01,0,Action;Indie;Post-apocalyptic,167,119,1.68,1.68,100000-200000,6.99,3.00,Octane Games
Trapped Dead,2011-07-15,0,Zombies;Strategy;Action,258,410,2.37,2.62,100000-200000,3.99,11.00,"Headup Games, Crenetic"
